mfg,group,sub-group,product_line,product_number,description,url
Halyard Health,Protective Apparel,Protective Gowns,Procedure Gown with Knit Cuffs,69028,"Size:X-Large, Expected Exposure to Fluids or Chemicals:None, UK SKU:P6902801, Cuff End:Knit, Neck Closure:Hook & loop, Seam Closure:Ultra Sonic, Dimensions (in., Chest Width / Length / Sleeve:30 / 49 / 21, Brand:HALYARD*, Name:Procedure Gown with Knit Cuffs, Rating:Not Rated, Fabric:3-Layer SMS, Color:Blue, Sleeve Length:21.5 cm / 54.6 cm, Tie Waist:Yes, Items Per Package:10",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/procedure-gown-with-knit-cuffs.html
Halyard Health,Protective Apparel,Protective Gowns,Impervious Comfort Gown,69600,"Size:Universal, Cuff End:Knit, UK SKU:P6960057, Dimensions (in., Chest Width / Length / Sleeve:28 / 49 / 24, UNSPSC Classification:42131612, Name:Impervious Comfort Gown, Coverage:Open Back, Rating:Not Rated, Fabric:Spunbond Film Laminate, Color:Blue, Seam Closure:Ultra Sonic, Neck Closure:Over-the-Head, Items Per Package:10, Packages Per Case:10 Poly Bags, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/impervious-comfort-gown.html
Halyard Health,Protective Apparel,Protective Gowns,Impervious Comfort Gown,69601,"Size:XX-Large, Cuff End:Knit, UK SKU:P6960157, Dimensions (in., Chest Width / Length / Sleeve:33 / 49 / 24, UNSPSC Classification:42131612, Name:Impervious Comfort Gown, Coverage:Open Back, Rating:Not Rated, Fabric:Spunbond Film Laminate, Color:Blue, Seam Closure:Ultra Sonic, Neck Closure:Over-the-Head, Items Per Package:10, Packages Per Case:10 Poly Bags, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/impervious-comfort-gown.html
Halyard Health,Protective Apparel,Protective Gowns,Impervious Comfort Gown,69602,"Size:Universal, Cuff End:Thumb Hooks, UK SKU:P6960257, Dimensions (in., Chest Width / Length / Sleeve:28 / 49 / 24, UNSPSC Classification:42131612, Name:Impervious Comfort Gown, Coverage:Open Back, Rating:Not Rated, Fabric:Spunbond Film Laminate, Color:Blue, Seam Closure:Ultra Sonic, Neck Closure:Over-the-Head, Items Per Package:10, Packages Per Case:10 Poly Bags, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/impervious-comfort-gown.html
Halyard Health,Protective Apparel,Protective Gowns,Impervious Comfort Gown,69603,"Size:XX-Large, Cuff End:Thumb Hooks, UK SKU:P6960357, Dimensions (in., Chest Width / Length / Sleeve:33 / 49 / 24, UNSPSC Classification:42131612, Name:Impervious Comfort Gown, Coverage:Open Back, Rating:Not Rated, Fabric:Spunbond Film Laminate, Color:Blue, Seam Closure:Ultra Sonic, Neck Closure:Over-the-Head, Items Per Package:10, Packages Per Case:10 Poly Bags, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/impervious-comfort-gown.html
Halyard Health,Protective Apparel,Protective Gowns,HALYARD BASICS* Tri-Layer AAMI2 Isolation Gown,13961,"Size:X-Large, Dimensions (in., Chest Width / Length / Sleeve:30 / 47 / 24, Brand:HALYARD BASICS*, UNSPSC Classification:42131612, Name:HALYARD BASICS* Tri-Layer AAMI2 Isolation Gown, Coverage:Full Coverage, Rating:AAMI Level 2, Fabric:3-Layer SMS, Color:Yellow, Back Gather:Yes, Recommended Areas of Use:ICU, Hyperbaric and Dialysis Unit, Contact Isolation, Med/Surgery Unit, Nursery, Lab and Pathology, Recommended Tasks:Blood Draw, Suturing, Inserting I.V. Lines, Specimen Handling, Arterial Blood Draw, Made in USA Label:Yes, Seam Closure:Hot Melt Glued, Neck Closure:Tape-Tab, Cuff End:Elastic, Items Per Package:10, Packages Per Case:10 Poly Bags, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/halyard-basics-tri-layer-aami2-isolation-gown.html
Halyard Health,Protective Apparel,Protective Gowns,HALYARD BASICS* Tri-Layer AAMI2 Isolation Gown,13962,"Size:Universal, Dimensions (in., Chest Width / Length / Sleeve:26 / 43 / 21, Brand:HALYARD BASICS*, UNSPSC Classification:42131612, Name:HALYARD BASICS* Tri-Layer AAMI2 Isolation Gown, Coverage:Full Coverage, Rating:AAMI Level 2, Fabric:3-Layer SMS, Color:Yellow, Back Gather:Yes, Recommended Areas of Use:ICU, Hyperbaric and Dialysis Unit, Contact Isolation, Med/Surgery Unit, Nursery, Lab and Pathology, Recommended Tasks:Blood Draw, Suturing, Inserting I.V. Lines, Specimen Handling, Arterial Blood Draw, Made in USA Label:Yes, Seam Closure:Hot Melt Glued, Neck Closure:Tape-Tab, Cuff End:Elastic, Items Per Package:10, Packages Per Case:10 Poly Bags, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/halyard-basics-tri-layer-aami2-isolation-gown.html
Halyard Health,Protective Apparel,Protective Gowns,HALYARD* Tri-Layer Over-the-Head Isolation Gowns,29516,"Size:XX-Large, Color:Yellow, Dimensions (in., Chest Width / Length / Sleeve:33 / 48 / 34, Fold  Dimension (W x L):N/A, UNSPSC Classification:42131612, Name:HALYARD* Tri-Layer Over-the-Head Isolation Gowns, Coverage:Open Back, Rating:Not Rated, Fabric:3-Layer SMS, Over the-Head Donning:Yes, Seam Closure:Hot Melt Glued, Neck Closure:Over-the-Head, Tie Waist:Yes, Cuff End:Thumb Hooks, Items Per Package:10, Packages Per Case:10 Poly Bags, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/halyard-tri-layer-over-the-head-isolation-gowns.html
Halyard Health,Protective Apparel,Protective Gowns,HALYARD* Tri-Layer Over-the-Head Isolation Gowns,29549,"Size:Universal, Color:Yellow, Dimensions (in., Chest Width / Length / Sleeve:28 / 48 / 32, Fold  Dimension (W x L):N/A, UNSPSC Classification:42131612, Name:HALYARD* Tri-Layer Over-the-Head Isolation Gowns, Coverage:Open Back, Rating:Not Rated, Fabric:3-Layer SMS, Over the-Head Donning:Yes, Seam Closure:Hot Melt Glued, Neck Closure:Over-the-Head, Tie Waist:Yes, Cuff End:Thumb Hooks, Items Per Package:10, Packages Per Case:10 Poly Bags, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/halyard-tri-layer-over-the-head-isolation-gowns.html
Halyard Health,Protective Apparel,Protective Gowns,HALYARD* Tri-Layer Over-the-Head Isolation Gowns,32572,"Size:XX-Large, Color:Yellow, Dimensions (in., Chest Width / Length / Sleeve:33 / 48 / 34, Fold  Dimension (W x L):11 in. X 5.5 in., UNSPSC Classification:42131612, Name:HALYARD* Tri-Layer Over-the-Head Isolation Gowns, Coverage:Open Back, Rating:Not Rated, Fabric:3-Layer SMS, Over the-Head Donning:Yes, Seam Closure:Hot Melt Glued, Neck Closure:Over-the-Head, Tie Waist:Yes, Cuff End:Thumb Hooks, Items Per Package:10, Packages Per Case:10 Poly Bags, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/halyard-tri-layer-over-the-head-isolation-gowns.html
Halyard Health,Protective Apparel,Protective Gowns,HALYARD* Tri-Layer Over-the-Head Isolation Gowns,32574,"Size:Universal, Color:Yellow, Dimensions (in., Chest Width / Length / Sleeve:28 / 48 / 32, Fold  Dimension (W x L):11 in. X 5.5 in., UNSPSC Classification:42131612, Name:HALYARD* Tri-Layer Over-the-Head Isolation Gowns, Coverage:Open Back, Rating:Not Rated, Fabric:3-Layer SMS, Over the-Head Donning:Yes, Seam Closure:Hot Melt Glued, Neck Closure:Over-the-Head, Tie Waist:Yes, Cuff End:Thumb Hooks, Items Per Package:10, Packages Per Case:10 Poly Bags, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/halyard-tri-layer-over-the-head-isolation-gowns.html
Halyard Health,Protective Apparel,Protective Gowns,HALYARD* CHEMO360* Procedure Gown Tested for Use with Chemotherapy Drugs,47346,"Size:Universal, Chest:28 in. / 71 cm., Length:44.5 in. / 113 cm., Sleeve Length:25 in. / 63.5 cm., Dimensions (in., Chest Width / Length / Sleeve:28 / 44.5 / 25, Brand:CHEMO360*, Name:HALYARD* CHEMO360* Procedure Gown Tested for Use with Chemotherapy Drugs, Coverage:Full Back, Rating:Chemo Rated, Fabric:Polypropylene, with Polyethylene Coating, Recommended Areas of Use:Tested for Use with Chemotherapy Drugs, Seam Closure:Ultra Sonic, Neck Closure:Tape-Tab, Tie Waist:Yes, Cuff End:Knit",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/halyard-chemo360-procedure-gown-tested-for-use-with-chemotherapy-drugs.html
Halyard Health,Protective Apparel,Protective Gowns,HALYARD* CHEMO360* Procedure Gown Tested for Use with Chemotherapy Drugs,47347,"Size:XX-Large, Chest:33.5 in. / 85 cm., Length:52.5 in. / 133 cm., Sleeve Length:27 in. / 69 cm., Dimensions (in., Chest Width / Length / Sleeve:33.5 / 52.5 / 27, Brand:CHEMO360*, Name:HALYARD* CHEMO360* Procedure Gown Tested for Use with Chemotherapy Drugs, Coverage:Full Back, Rating:Chemo Rated, Fabric:Polypropylene, with Polyethylene Coating, Recommended Areas of Use:Tested for Use with Chemotherapy Drugs, Seam Closure:Ultra Sonic, Neck Closure:Tape-Tab, Tie Waist:Yes, Cuff End:Knit",https://products.halyardhealth.com/infection-prevention/protective-apparel/protective-gowns/halyard-chemo360-procedure-gown-tested-for-use-with-chemotherapy-drugs.html
Halyard Health,Protective Apparel,Headwear,Surgical Hood,69110,", UNSPSC Classification:42131604, Sterile:No, Color:Blue, UK SKU:P6911027, Name:Surgical Hood, Size:Universal, Fastener:Tie-at-the-Neck, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:3-Layer SMS on Sides, Spunbond on Top, Items Per Package:100, Packages Per Case:3 Cartons, Units per Case:300",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/surgical-hood.html
Halyard Health,Protective Apparel,Headwear,HALYARD* Tri-Layer Bouffant Caps,69083,"Size:Large  24 in., Color:White, Fabric:3-Layer SMS, Expected Exposure to Fluids or Chemicals:Low, Brand:HALYARD*, Sterile:No, Name:HALYARD* Tri-Layer Bouffant Caps, Fastener:Elastic, AAMI Level:None, Items Per Package:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/halyard-tri-layer-bouffant-caps.html
Halyard Health,Protective Apparel,Headwear,HALYARD* Tri-Layer Bouffant Caps,69086,"Size:X-Large 27 in., Color:White, Fabric:3-Layer SMS, Expected Exposure to Fluids or Chemicals:Low, Brand:HALYARD*, Sterile:No, Name:HALYARD* Tri-Layer Bouffant Caps, Fastener:Elastic, AAMI Level:None, Items Per Package:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/halyard-tri-layer-bouffant-caps.html
Halyard Health,Protective Apparel,Headwear,HALYARD* Tri-Layer Bouffant Caps,69088,"Size:Large  24 in., Color:Blue, Fabric:3-Layer SMS, Expected Exposure to Fluids or Chemicals:Low, Brand:HALYARD*, Sterile:No, Name:HALYARD* Tri-Layer Bouffant Caps, Fastener:Elastic, AAMI Level:None, Items Per Package:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/halyard-tri-layer-bouffant-caps.html
Halyard Health,Protective Apparel,Headwear,Surgical Cap,69240,"Fabric:4-Ply Tissue with Polyester Reinforcements, Expected Exposure to Fluids or Chemicals:No Fluid Contact, Sterile:No, Color:Blue, Name:Surgical Cap, Size:Universal, Fastener:Tie, AAMI Level:None, Items Per Package:100, Packages Per Case:3 Cartons, Units per Case:300",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/surgical-cap.html
Halyard Health,Protective Apparel,Headwear,Surgical Cap,69520,"Fabric:3-Layer SMS on Sides, Spunbond on Top, Expected Exposure to Fluids or Chemicals:Low, Sterile:No, Color:Blue, Name:Surgical Cap, Size:Universal, Fastener:Tie, AAMI Level:None, Items Per Package:100, Packages Per Case:3 Cartons, Units per Case:300",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/surgical-cap.html
Halyard Health,Protective Apparel,Headwear,HALYARD* Bloodborne Pathogen Protection Hood,44648,", Brand:HALYARD*, Name:HALYARD* Bloodborne Pathogen Protection Hood, Size:Universal, AAMI Level:Fabric Passes ASTM 1671, Fabric:MICROCOOL*, Items Per Package:100, Packages Per Case:1, Units per Case:100",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/halyard-bloodbourne-pathogen-protection-hood.html
Halyard Health,Protective Apparel,Headwear,HALYARD* Spunbond Bouffant Caps,69801,"Size:Large, Color:Blue, Brand:HALYARD*, Sterile:No, Name:HALYARD* Spunbond Bouffant Caps, Fastener:Elastic, AAMI Level:None, Expected Exposure to Fluids or Chemicals:No Fluid Contact, Fabric:Spunbond, Items Per Package:100, Units per Case:500",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/spunbond-bouffant-caps-5085.html
Halyard Health,Protective Apparel,Headwear,HALYARD* Spunbond Bouffant Caps,69802,"Size:Large, Color:Blue, Brand:HALYARD*, Sterile:No, Name:HALYARD* Spunbond Bouffant Caps, Fastener:Elastic, AAMI Level:None, Expected Exposure to Fluids or Chemicals:No Fluid Contact, Fabric:Spunbond, Items Per Package:100, Units per Case:500",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/spunbond-bouffant-caps-5085.html
Halyard Health,Protective Apparel,Headwear,HALYARD* Spunbond Bouffant Caps,69803,"Size:X-Large, Color:Blue, Brand:HALYARD*, Sterile:No, Name:HALYARD* Spunbond Bouffant Caps, Fastener:Elastic, AAMI Level:None, Expected Exposure to Fluids or Chemicals:No Fluid Contact, Fabric:Spunbond, Items Per Package:100, Units per Case:500",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/spunbond-bouffant-caps-5085.html
Halyard Health,Protective Apparel,Headwear,HALYARD* Spunbond Bouffant Caps,47323,"Size:X-Large, Color:Red, Brand:HALYARD*, Sterile:No, Name:HALYARD* Spunbond Bouffant Caps, Fastener:Elastic, AAMI Level:None, Expected Exposure to Fluids or Chemicals:No Fluid Contact, Fabric:Spunbond, Items Per Package:100, Units per Case:500",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/spunbond-bouffant-caps-5085.html
Halyard Health,Protective Apparel,Headwear,HALYARD* Spunbond Bouffant Caps,47322,"Size:Large, Color:Red, Brand:HALYARD*, Sterile:No, Name:HALYARD* Spunbond Bouffant Caps, Fastener:Elastic, AAMI Level:None, Expected Exposure to Fluids or Chemicals:No Fluid Contact, Fabric:Spunbond, Items Per Package:100, Units per Case:500",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/spunbond-bouffant-caps-5085.html
Halyard Health,Protective Apparel,Headwear,HALYARD* COVER MAX* Surgical Cap,47318,"Size:Universal, Expected Exposure to Fluids or Chemicals:No Fluid Contact, Brand:COVER MAX*, Sterile:No, Name:HALYARD* COVER MAX Surgical Cap, Fabric:3-Layer SMS on Sides, Spunbond on Top, Units per Case:300",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/halyard-cover-max-surgical-cap.html
Halyard Health,Protective Apparel,Headwear,HALYARD* COVER MAX* Surgical Cap with CAPTURE TECHNOLOGY,47317,"Size:Universal, Expected Exposure to Fluids or Chemicals:No Fluid Contact, Brand:COVER MAX*, Sterile:No, Name:HALYARD* COVER MAX Surgical Cap with CAPTURE TECHNOLOGY, Fabric:3-Layer SMS on Sides, Spunbond on Top, Units per Case:300",https://products.halyardhealth.com/infection-prevention/protective-apparel/headwear/halyard-cover-max-surgical-cap-5093.html
Halyard Health,Protective Apparel,Footwear,Heavy-Duty Shoe Cover,69551,", UNSPSC Classification:42131609, Sterile:No, Color:Blue, UK SKU:P6955157, Name:Heavy-Duty Shoe Cover, Size:Universal, With Traction:No, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:3-Layer SMS, Items Per Package:100, Packages Per Case:3 Dispensers, Units per Case:300",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/heavy-duty-shoe-cover.html
Halyard Health,Protective Apparel,Footwear,HALYARD BASICS* Shoe Cover,69114,"Size:Universal, Brand:HALYARD BASICS*, UNSPSC Classification:42131609, Sterile:No, Color:Blue, Name:HALYARD BASICS* Shoe Cover, With Traction:Yes, AAMI Level:None, Expected Exposure to Fluids or Chemicals:None, Fabric:Spunbond, Items Per Package:100, Packages Per Case:3 Dispensers, Units per Case:300",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/halyard-basics-shoe-cover.html
Halyard Health,Protective Apparel,Footwear,HALYARD BASICS* Shoe Cover,69121,"Size:X-Large, Brand:HALYARD BASICS*, UNSPSC Classification:42131609, Sterile:No, Color:Blue, Name:HALYARD BASICS* Shoe Cover, With Traction:Yes, AAMI Level:None, Expected Exposure to Fluids or Chemicals:None, Fabric:Spunbond, Items Per Package:100, Packages Per Case:3 Dispensers, Units per Case:300",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/halyard-basics-shoe-cover.html
Halyard Health,Protective Apparel,Footwear,X-TRA TRACTION* Shoe Cover,69254,"Size:X-Large, Brand:X-TRA TRACTION*, UNSPSC Classification:42131609, Sterile:No, Color:Blue, Name:X-TRA TRACTION* Shoe Cover, With Traction:Yes, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:SMS Fabric, Adhesive Traction Strips, Packages Per Case:3 Dispensers",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/x-tra-traction-shoe-cover.html
Halyard Health,Protective Apparel,Footwear,X-TRA TRACTION* Shoe Cover,69252,"Size:Universal, Brand:X-TRA TRACTION*, UNSPSC Classification:42131609, Sterile:No, Color:Blue, Name:X-TRA TRACTION* Shoe Cover, With Traction:Yes, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:SMS Fabric, Adhesive Traction Strips, Packages Per Case:3 Dispensers",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/x-tra-traction-shoe-cover.html
Halyard Health,Protective Apparel,Footwear,HALYARD* ANKLE GUARD* Shoe Cover,69353,"Size:X-Large, Brand:HALYARD*, UNSPSC Classification:42131609, Sterile:No, Color:Blue, Name:ANKLE GUARD* Shoe Cover, With Traction:Yes, Coverage Area:Shoe and Ankle, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Moderate, Fabric:SMS Fabric, Adhesive Traction Strips, Items Per Package:90, Packages Per Case:3 Dispensers, Units per Case:270",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/ankle-guard-shoe-cover.html
Halyard Health,Protective Apparel,Footwear,HALYARD* ANKLE GUARD* Shoe Cover,69253,"Size:Universal, Brand:HALYARD*, UNSPSC Classification:42131609, Sterile:No, Color:Blue, Name:ANKLE GUARD* Shoe Cover, With Traction:Yes, Coverage Area:Shoe and Ankle, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Moderate, Fabric:SMS Fabric, Adhesive Traction Strips, Items Per Package:90, Packages Per Case:3 Dispensers, Units per Case:270",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/ankle-guard-shoe-cover.html
Halyard Health,Protective Apparel,Footwear,HI GUARD* Full Coverage Boot,69571,"Size:Universal, Type of Coverage:Regular Full Coverage, UK SKU:P6957157, Fabric:SMS Fabric with Film Coating on Foot Area, Adhesive Traction Strips, Brand:HI GUARD*, UNSPSC Classification:42131609, Sterile:No, Color:Blue, Name:HI GUARD* Full Coverage Boot, With Traction:Yes, Coverage Area:Shoe and Lower Leg, AAMI Level:None",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/hi-guard-coverage-boot.html
Halyard Health,Protective Apparel,Footwear,HI GUARD* Full Coverage Boot,69671,"Size:X-Large, Type of Coverage:Regular Full Coverage, UK SKU:P6967157, Fabric:SMS Fabric with Film Coating on Foot Area, Adhesive Traction Strips, Brand:HI GUARD*, UNSPSC Classification:42131609, Sterile:No, Color:Blue, Name:HI GUARD* Full Coverage Boot, With Traction:Yes, Coverage Area:Shoe and Lower Leg, AAMI Level:None",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/hi-guard-coverage-boot.html
Halyard Health,Protective Apparel,Footwear,HI GUARD* Full Coverage Boot,69572,"Size:Universal, Type of Coverage:Ultra Full Coverage, Fabric:Plastic Film Coating Over SMS Fabric, Two 1"" Urethane FoamTraction Strips, Brand:HI GUARD*, UNSPSC Classification:42131609, Sterile:No, Color:Blue, Name:HI GUARD* Full Coverage Boot, With Traction:Yes, Coverage Area:Shoe and Lower Leg, AAMI Level:None",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/hi-guard-coverage-boot.html
Halyard Health,Protective Apparel,Footwear,HI GUARD* Full Coverage Boot,69672,"Size:X-Large, Type of Coverage:Ultra Full Coverage, Fabric:Plastic Film Coating Over SMS Fabric, Two 1"" Urethane FoamTraction Strips, Brand:HI GUARD*, UNSPSC Classification:42131609, Sterile:No, Color:Blue, Name:HI GUARD* Full Coverage Boot, With Traction:Yes, Coverage Area:Shoe and Lower Leg, AAMI Level:None",https://products.halyardhealth.com/infection-prevention/protective-apparel/footwear/hi-guard-coverage-boot.html
Halyard Health,Protective Apparel,Lab Coats & Lab Jackets,HALYARD* BASIC* Lab Coat with Traditional Collar and Knit Cuffs,10120,"Size:Small, Chest:57.15 cm., Front Length:95.3 cm., Sleeve Length:45.7 cm, Brand:HALYARD*, Brand:HALYARD*, UNSPSC Classification:42131607, Sterile:No, Color:White, Name:BASIC* Lab Coat, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:3-Layer SMS, Snaps:4, Pockets:2 reinforced, Cuff End:Knit, Collar:Traditional, Size/Name Label:Yes, Neck Loop for Hanging:No, Seam Closure:Sewn, Sleeve Type:Raglan, Items Per Package:25, Packages Per Case:1 Poly Bag, Units per Case:25",https://products.halyardhealth.com/infection-prevention/protective-apparel/lab-coats-lab-jackets/basic-lab-coat-with-traditional-collar-and-knit-cuffs.html
Halyard Health,Protective Apparel,Lab Coats & Lab Jackets,HALYARD* BASIC* Lab Coat with Traditional Collar and Knit Cuffs,10121,"Size:Medium, Chest:60.35 cm., Front Length:106.7 cm., Sleeve Length:49.5 cm, Brand:HALYARD*, Brand:HALYARD*, UNSPSC Classification:42131607, Sterile:No, Color:White, Name:BASIC* Lab Coat, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:3-Layer SMS, Snaps:4, Pockets:2 reinforced, Cuff End:Knit, Collar:Traditional, Size/Name Label:Yes, Neck Loop for Hanging:No, Seam Closure:Sewn, Sleeve Type:Raglan, Items Per Package:25, Packages Per Case:1 Poly Bag, Units per Case:25",https://products.halyardhealth.com/infection-prevention/protective-apparel/lab-coats-lab-jackets/basic-lab-coat-with-traditional-collar-and-knit-cuffs.html
Halyard Health,Protective Apparel,Lab Coats & Lab Jackets,HALYARD* BASIC* Lab Coat with Traditional Collar and Knit Cuffs,10122,"Size:Large, Chest:67.75 cm., Front Length:107.9 cm., Sleeve Length:49.5 cm, Brand:HALYARD*, Brand:HALYARD*, UNSPSC Classification:42131607, Sterile:No, Color:White, Name:BASIC* Lab Coat, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:3-Layer SMS, Snaps:4, Pockets:2 reinforced, Cuff End:Knit, Collar:Traditional, Size/Name Label:Yes, Neck Loop for Hanging:No, Seam Closure:Sewn, Sleeve Type:Raglan, Items Per Package:25, Packages Per Case:1 Poly Bag, Units per Case:25",https://products.halyardhealth.com/infection-prevention/protective-apparel/lab-coats-lab-jackets/basic-lab-coat-with-traditional-collar-and-knit-cuffs.html
Halyard Health,Protective Apparel,Lab Coats & Lab Jackets,HALYARD* BASIC* Lab Coat with Traditional Collar and Knit Cuffs,10123,"Size:X-Large, Chest:73.05 cm., Front Length:108 cm., Sleeve Length:53.3 cm, Brand:HALYARD*, Brand:HALYARD*, UNSPSC Classification:42131607, Sterile:No, Color:White, Name:BASIC* Lab Coat, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:3-Layer SMS, Snaps:4, Pockets:2 reinforced, Cuff End:Knit, Collar:Traditional, Size/Name Label:Yes, Neck Loop for Hanging:No, Seam Closure:Sewn, Sleeve Type:Raglan, Items Per Package:25, Packages Per Case:1 Poly Bag, Units per Case:25",https://products.halyardhealth.com/infection-prevention/protective-apparel/lab-coats-lab-jackets/basic-lab-coat-with-traditional-collar-and-knit-cuffs.html
Halyard Health,Protective Apparel,Lab Coats & Lab Jackets,HALYARD* BASIC* Lab Coat with Traditional Collar and Knit Cuffs,10124,"Size:XX-Large, Chest:81.45 cm., Front Length:112.3 cm., Sleeve Length:50.8 cm, Brand:HALYARD*, Brand:HALYARD*, UNSPSC Classification:42131607, Sterile:No, Color:White, Name:BASIC* Lab Coat, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:3-Layer SMS, Snaps:4, Pockets:2 reinforced, Cuff End:Knit, Collar:Traditional, Size/Name Label:Yes, Neck Loop for Hanging:No, Seam Closure:Sewn, Sleeve Type:Raglan, Items Per Package:25, Packages Per Case:1 Poly Bag, Units per Case:25",https://products.halyardhealth.com/infection-prevention/protective-apparel/lab-coats-lab-jackets/basic-lab-coat-with-traditional-collar-and-knit-cuffs.html
Halyard Health,Protective Apparel,Lab Coats & Lab Jackets,HALYARD* BASIC* Lab Coat with Traditional Collar and Knit Cuffs,10157,"Size:XXX-Large, Chest:91.5 cm., Front Length:124.4 cm., Sleeve Length:63.5 cm, Brand:HALYARD*, Brand:HALYARD*, UNSPSC Classification:42131607, Sterile:No, Color:White, Name:BASIC* Lab Coat, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:3-Layer SMS, Snaps:4, Pockets:2 reinforced, Cuff End:Knit, Collar:Traditional, Size/Name Label:Yes, Neck Loop for Hanging:No, Seam Closure:Sewn, Sleeve Type:Raglan, Items Per Package:25, Packages Per Case:1 Poly Bag, Units per Case:25",https://products.halyardhealth.com/infection-prevention/protective-apparel/lab-coats-lab-jackets/basic-lab-coat-with-traditional-collar-and-knit-cuffs.html
Halyard Health,Protective Apparel,Lab Coats & Lab Jackets,HALYARD* BASIC* Plus Lab Coat with Knit Collar and Cuffs,10020,"Size:Small, Color:White, Chest:54.2 cm., Front Length:104.1 cm., Sleeve Length:44.5 cm, Brand:HALYARD*, Brand:HALYARD*, UNSPSC Classification:42131607, Sterile:No, Name:BASIC* Plus Lab Coat, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low, Fabric:3-Layer SMS, Snaps:5, Pockets:3 reinforced, Cuff End:Knit, Collar:Knit, Size/Name Label:Yes, Neck Loop for Hanging:Yes, Seam Closure:Sewn, Sleeve Type:Raglan, Items Per Package:25, Packages Per Case:1 Poly Bag, Units per Case:25",https://products.halyardhealth.com/infection-prevention/protective-apparel/lab-coats-lab-jackets/basic-plus-lab-coat-with-knit-collar-and-cuffs.html
Halyard Health,Protective Apparel,Lab Coats & Lab Jackets,Universal Precautions Lab Coat,10040,"Size:Small, Color:White, Chest:54.2 cm., Front Length:105.4 cm., Sleeve Length:47.0 cm, UNSPSC Classification:42131607, Sterile:No, Name:Universal Precautions Lab Coat, AAMI Level:None, Expected Exposure to Fluids or Chemicals:Low to Moderate, Fabric:3-Layer SMS, Snaps:6, Pockets:3 reinforced, Cuff End:Knit, Collar:Traditional, Size/Name Label:Yes, Neck Loop for Hanging:Yes, Seam Closure:Sewn, Back Vent:Yes, Sleeve Type:Raglan, Packages Per Case:1 Poly Bag",https://products.halyardhealth.com/infection-prevention/protective-apparel/lab-coats-lab-jackets/universal-precautions-lab-coat.html
